1021.wav,Neutral
1022.wav,Neutral
1022.wav,Happy
1022.wav,Neutral
1022.wav,Happy
1022.wav,Neutral
1022.wav,Neutral
1022.wav,Happy
1022.wav,Neutral
1022.wav,Sad
1022.wav,Sad
1023.wav,Happy
1023.wav,Sad
1023.wav,Neutral
1023.wav,Neutral
1023.wav,Neutral
1023.wav,Neutral
1023.wav,Neutral
1023.wav,Angry
1023.wav,Neutral
1023.wav,Neutral
1024.wav,Neutral
1024.wav,Neutral
1024.wav,Neutral
1024.wav,Neutral
1024.wav,Neutral
1024.wav,Happy
1024.wav,Neutral
1024.wav,Neutral
1024.wav,Sad
1024.wav,Happy
1025.wav,Neutral
1025.wav,Angry
1025.wav,Neutral
1025.wav,Neutral
1025.wav,Neutral
1025.wav,Neutral
1025.wav,Angry
1025.wav,Angry
1025.wav,Neutral
1025.wav,Neutral
1026.wav,Neutral
1026.wav,Happy
1026.wav,Neutral
1026.wav,Neutral
1026.wav,Neutral
1026.wav,Neutral
1026.wav,Neutral
1026.wav,Happy
1026.wav,Neutral
1026.wav,Neutral
1027.wav,Happy
1027.wav,Happy
1027.wav,Neutral
1027.wav,Happy
1027.wav,Happy
1027.wav,Sad
1027.wav,Neutral
1027.wav,Neutral
1027.wav,Neutral
1027.wav,Sad
1028.wav,Happy
1028.wav,Neutral
1028.wav,Happy
1028.wav,Neutral
1028.wav,Neutral
1028.wav,Neutral
1028.wav,Neutral
1028.wav,Happy
1028.wav,Neutral
1028.wav,Neutral
1029.wav,Happy
1029.wav,Neutral
1029.wav,Angry
1029.wav,Neutral
1029.wav,Happy
1029.wav,Happy
1029.wav,Happy
1029.wav,Neutral
1029.wav,Neutral
1029.wav,Neutral
103.wav,Neutral
103.wav,Neutral
103.wav,Happy
103.wav,Neutral
103.wav,Happy
103.wav,Happy
103.wav,Happy
103.wav,Neutral
103.wav,Angry
103.wav,Happy
1030.wav,Neutral
1030.wav,Neutral
1030.wav,Happy
1030.wav,Neutral
1030.wav,Neutral
1030.wav,Sad
1030.wav,Angry
1030.wav,Happy
1030.wav,Happy
1030.wav,Neutral
1031.wav,Happy
1031.wav,Happy
1031.wav,Neutral
1031.wav,Neutral
1031.wav,Happy
1031.wav,Sad
1031.wav,Neutral
1031.wav,Sad
1031.wav,Neutral
1031.wav,Neutral
1032.wav,Neutral
1032.wav,Angry
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1032.wav,Neutral
1033.wav,Sad
1033.wav,Neutral
1033.wav,Happy
1033.wav,Happy
1033.wav,Happy
1033.wav,Sad
1033.wav,Neutral
1033.wav,Neutral
1033.wav,Sad
1033.wav,Happy
1034.wav,Happy
1034.wav,Sad
1034.wav,Neutral
1034.wav,Happy
1034.wav,Sad
1034.wav,Neutral
1034.wav,Sad
1034.wav,Neutral
1034.wav,Sad
1034.wav,Neutral
1035.wav,Sad
1035.wav,Neutral
1035.wav,Neutral
1035.wav,Happy
1035.wav,Neutral
1035.wav,Happy
1035.wav,Neutral
1035.wav,Happy
1035.wav,Neutral
1035.wav,Neutral
1036.wav,Neutral
1036.wav,Happy
1036.wav,Angry
1036.wav,Neutral
1036.wav,Happy
1036.wav,Sad
1036.wav,Neutral
1036.wav,Happy
1036.wav,Sad
1036.wav,Neutral
1037.wav,Neutral
1037.wav,Sad
1037.wav,Sad
1037.wav,Sad
1037.wav,Happy
1037.wav,Happy
1037.wav,Sad
1037.wav,Neutral
1037.wav,Neutral
1037.wav,Happy
1038.wav,Neutral
1038.wav,Neutral
1038.wav,Neutral
1038.wav,Neutral
1038.wav,Sad
1038.wav,Neutral
1038.wav,Neutral
1038.wav,Neutral
1038.wav,Sad
1038.wav,Neutral
1039.wav,Neutral
1039.wav,Neutral
1039.wav,Neutral
1039.wav,Neutral
1039.wav,Happy
1039.wav,Happy
1039.wav,Neutral
1039.wav,Neutral
1039.wav,Neutral
1039.wav,Happy
104.wav,Happy
104.wav,Happy
104.wav,Sad
104.wav,Happy
104.wav,Neutral
104.wav,Angry
104.wav,Happy
104.wav,Happy
104.wav,Neutral
104.wav,Happy
1040.wav,Neutral
1040.wav,Happy
1040.wav,Angry
1040.wav,Neutral
1040.wav,Neutral
1040.wav,Neutral
1040.wav,Neutral
1040.wav,Neutral
1040.wav,Neutral
1040.wav,Neutral
1041.wav,Neutral
1041.wav,Neutral
1041.wav,Happy
1041.wav,Neutral
1041.wav,Sad
1041.wav,Neutral
1041.wav,Angry
1041.wav,Neutral
1041.wav,Neutral
1041.wav,Neutral
1042.wav,Neutral
1042.wav,Neutral
1042.wav,Neutral
1042.wav,Neutral
1042.wav,Happy
1042.wav,Sad
1042.wav,Neutral
1042.wav,Neutral
1042.wav,Sad
1042.wav,Neutral
105.wav,Happy
105.wav,Happy
105.wav,Happy
105.wav,Happy
105.wav,Happy
105.wav,Happy
105.wav,Happy
105.wav,Neutral
105.wav,Happy
105.wav,Happy
106.wav,Sad
106.wav,Happy
106.wav,Neutral
106.wav,Happy
106.wav,Neutral
106.wav,Neutral
106.wav,Neutral
106.wav,Neutral
106.wav,Happy
106.wav,Happy
107.wav,Happy
107.wav,Happy
107.wav,Neutral
107.wav,Happy
107.wav,Angry
107.wav,Happy
107.wav,Happy
107.wav,Happy
107.wav,Neutral
107.wav,Neutral
108.wav,Happy
108.wav,Happy
108.wav,Neutral
108.wav,Neutral
108.wav,Happy
108.wav,Happy
108.wav,Happy
108.wav,Happy
108.wav,Happy
108.wav,Neutral
109.wav,Angry
109.wav,Happy
109.wav,Neutral
109.wav,Happy
109.wav,Happy
109.wav,Angry
109.wav,Angry
109.wav,Angry
109.wav,Sad
109.wav,Neutral
11.wav,Neutral
11.wav,Neutral
11.wav,Neutral
11.wav,Angry
11.wav,Happy
11.wav,Angry
11.wav,Angry
11.wav,Neutral
11.wav,Neutral
11.wav,Angry
110.wav,Happy
110.wav,Neutral
110.wav,Happy
110.wav,Neutral
110.wav,Angry
110.wav,Neutral
110.wav,Happy
110.wav,Happy
110.wav,Happy
110.wav,Neutral
111.wav,Happy
111.wav,Happy
111.wav,Neutral
111.wav,Neutral
111.wav,Neutral
111.wav,Happy
111.wav,Happy
111.wav,Neutral
111.wav,Happy
111.wav,Happy
112.wav,Neutral
112.wav,Angry
112.wav,Neutral
112.wav,Happy
112.wav,Angry
112.wav,Angry
112.wav,Neutral
112.wav,Happy
112.wav,Sad
112.wav,Angry
113.wav,Neutral
113.wav,Neutral
113.wav,Happy
113.wav,Neutral
113.wav,Neutral
113.wav,Neutral
113.wav,Neutral
113.wav,Happy
113.wav,Neutral
113.wav,Sad
114.wav,Happy
114.wav,Happy
114.wav,Neutral
114.wav,Happy
114.wav,Happy
114.wav,Happy
114.wav,Angry
114.wav,Angry
114.wav,Sad
114.wav,Happy
115.wav,Neutral
115.wav,Happy
115.wav,Happy
115.wav,Neutral
115.wav,Happy
115.wav,Neutral
115.wav,Happy
115.wav,Happy
115.wav,Happy
115.wav,Happy
116.wav,Angry
116.wav,Happy
116.wav,Happy
116.wav,Neutral
116.wav,Happy
116.wav,Neutral
116.wav,Happy
116.wav,Neutral
116.wav,Happy
116.wav,Happy
117.wav,Happy
117.wav,Neutral
117.wav,Happy
117.wav,Neutral
117.wav,Happy
117.wav,Happy
117.wav,Neutral
117.wav,Happy
117.wav,Sad
117.wav,Happy
118.wav,Happy
118.wav,Angry
118.wav,Happy
118.wav,Happy
118.wav,Neutral
118.wav,Happy
118.wav,Happy
118.wav,Happy
118.wav,Happy
118.wav,Happy
119.wav,Happy
119.wav,Happy
119.wav,Angry
119.wav,Neutral
119.wav,Happy
119.wav,Happy
119.wav,Angry
119.wav,Neutral
119.wav,Happy
119.wav,Neutral
12.wav,Angry
12.wav,Angry
12.wav,Neutral
12.wav,Neutral
12.wav,Happy
12.wav,Sad
12.wav,Angry
12.wav,Angry
12.wav,Happy
12.wav,Neutral
120.wav,Happy
120.wav,Neutral
120.wav,Happy
120.wav,Neutral
120.wav,Neutral
120.wav,Happy
120.wav,Sad
120.wav,Happy
120.wav,Happy
120.wav,Neutral
121.wav,Sad
121.wav,Happy
121.wav,Neutral
121.wav,Sad
121.wav,Neutral
121.wav,Neutral
121.wav,Sad
121.wav,Neutral
121.wav,Neutral
121.wav,Neutral
122.wav,Angry
122.wav,Happy
122.wav,Sad
122.wav,Happy
122.wav,Angry
122.wav,Happy
122.wav,Neutral
122.wav,Happy
122.wav,Happy
122.wav,Neutral
123.wav,Angry
123.wav,Happy
123.wav,Angry
123.wav,Happy
123.wav,Sad
123.wav,Neutral
123.wav,Neutral
123.wav,Neutral
123.wav,Sad
123.wav,Happy
124.wav,Happy
124.wav,Happy
124.wav,Neutral
124.wav,Angry
124.wav,Happy
124.wav,Neutral
124.wav,Angry
124.wav,Happy
124.wav,Happy
124.wav,Happy
125.wav,Neutral
125.wav,Happy
125.wav,Neutral
125.wav,Happy
125.wav,Happy
125.wav,Neutral
125.wav,Neutral
125.wav,Happy
125.wav,Neutral
125.wav,Neutral
126.wav,Happy
126.wav,Happy
126.wav,Happy
126.wav,Happy
126.wav,Happy
126.wav,Happy
126.wav,Neutral
126.wav,Happy
126.wav,Happy
126.wav,Neutral
127.wav,Neutral
127.wav,Neutral
127.wav,Neutral
127.wav,Neutral
127.wav,Happy
127.wav,Happy
127.wav,Neutral
127.wav,Neutral
127.wav,Sad
127.wav,Happy
128.wav,Neutral
128.wav,Sad
128.wav,Happy
128.wav,Happy
128.wav,Neutral
128.wav,Happy
128.wav,Neutral
128.wav,Neutral
128.wav,Happy
128.wav,Neutral
129.wav,Happy
129.wav,Happy
129.wav,Neutral
129.wav,Happy
129.wav,Neutral
129.wav,Neutral
129.wav,Neutral
129.wav,Happy
129.wav,Neutral
129.wav,Neutral
13.wav,Happy
13.wav,Angry
13.wav,Happy
13.wav,Angry
13.wav,Happy
13.wav,Angry
13.wav,Angry
13.wav,Happy
13.wav,Neutral
13.wav,Happy
130.wav,Neutral
130.wav,Neutral
130.wav,Neutral
130.wav,Happy
130.wav,Neutral
130.wav,Happy
130.wav,Neutral
130.wav,Happy
130.wav,Happy
130.wav,Neutral
131.wav,Neutral
131.wav,Neutral
131.wav,Neutral
131.wav,Neutral
131.wav,Neutral
131.wav,Neutral
131.wav,Happy
131.wav,Happy
131.wav,Neutral
131.wav,Neutral
132.wav,Neutral
132.wav,Happy
132.wav,Neutral
132.wav,Neutral
132.wav,Neutral
132.wav,Happy
132.wav,Neutral
132.wav,Neutral
132.wav,Neutral
132.wav,Neutral
133.wav,Happy
133.wav,Neutral
133.wav,Happy
133.wav,Neutral
133.wav,Happy
133.wav,Neutral
133.wav,Neutral
133.wav,Angry
133.wav,Happy
133.wav,Happy
134.wav,Happy
134.wav,Neutral
134.wav,Happy
134.wav,Neutral
134.wav,Sad
134.wav,Happy
134.wav,Neutral
134.wav,Neutral
134.wav,Neutral
134.wav,Happy
135.wav,Neutral
135.wav,Sad
135.wav,Neutral
135.wav,Neutral
135.wav,Neutral
135.wav,Happy
135.wav,Neutral
135.wav,Happy
135.wav,Happy
135.wav,Happy
136.wav,Neutral
136.wav,Happy
136.wav,Neutral
136.wav,Happy
136.wav,Neutral
136.wav,Neutral
136.wav,Angry
136.wav,Neutral
136.wav,Sad
136.wav,Neutral
137.wav,Neutral
137.wav,Happy
137.wav,Happy
137.wav,Happy
137.wav,Happy
137.wav,Happy
137.wav,Neutral
137.wav,Happy
137.wav,Happy
137.wav,Angry
138.wav,Happy
138.wav,Angry
138.wav,Angry
138.wav,Neutral
138.wav,Happy
138.wav,Angry
138.wav,Sad
138.wav,Happy
138.wav,Neutral
138.wav,Neutral
139.wav,Neutral
139.wav,Neutral
139.wav,Neutral
139.wav,Neutral
139.wav,Neutral
139.wav,Neutral
139.wav,Happy
139.wav,Neutral
139.wav,Happy
139.wav,Neutral
14.wav,Angry
14.wav,Angry
14.wav,Angry
14.wav,Angry
14.wav,Neutral
14.wav,Neutral
14.wav,Angry
14.wav,Happy
14.wav,Happy
14.wav,Angry
140.wav,Happy
140.wav,Neutral
140.wav,Happy
140.wav,Sad
140.wav,Angry
140.wav,Neutral
140.wav,Happy
140.wav,Happy
140.wav,Sad
140.wav,Neutral
141.wav,Neutral
141.wav,Angry
141.wav,Neutral
141.wav,Neutral
141.wav,Neutral
141.wav,Happy
141.wav,Neutral
141.wav,Neutral
141.wav,Neutral
141.wav,Neutral
142.wav,Happy
142.wav,Happy
142.wav,Happy
142.wav,Sad
142.wav,Happy
142.wav,Neutral
142.wav,Neutral
142.wav,Happy
142.wav,Angry
142.wav,Neutral
143.wav,Neutral
143.wav,Happy
143.wav,Happy
143.wav,Happy
143.wav,Happy
143.wav,Happy
143.wav,Happy
143.wav,Neutral
143.wav,Neutral
143.wav,Happy
144.wav,Happy
144.wav,Happy
144.wav,Neutral
144.wav,Happy
144.wav,Neutral
144.wav,Happy
144.wav,Happy
144.wav,Happy
144.wav,Happy
144.wav,Happy
145.wav,Neutral
145.wav,Happy
145.wav,Happy
145.wav,Neutral
145.wav,Angry
145.wav,Angry
145.wav,Sad
145.wav,Neutral
145.wav,Angry
145.wav,Happy
146.wav,Happy
146.wav,Neutral
146.wav,Happy
146.wav,Happy
146.wav,Happy
146.wav,Neutral
146.wav,Happy
146.wav,Neutral
146.wav,Happy
146.wav,Neutral
147.wav,Happy
147.wav,Sad
147.wav,Sad
147.wav,Happy
147.wav,Happy
147.wav,Happy
147.wav,Happy
147.wav,Happy
147.wav,Happy
147.wav,Happy
148.wav,Happy
148.wav,Neutral
148.wav,Happy
148.wav,Neutral
148.wav,Happy
148.wav,Neutral
148.wav,Neutral
148.wav,Happy
148.wav,Happy
148.wav,Happy
149.wav,Angry
149.wav,Sad
149.wav,Neutral
149.wav,Happy
149.wav,Sad
149.wav,Sad
149.wav,Neutral
149.wav,Happy
149.wav,Happy
149.wav,Neutral
15.wav,Angry
15.wav,Happy
15.wav,Neutral
15.wav,Angry
15.wav,Angry
15.wav,Angry
15.wav,Angry
15.wav,Sad
15.wav,Neutral
15.wav,Happy
150.wav,Happy
150.wav,Sad
150.wav,Happy
150.wav,Neutral
150.wav,Neutral
150.wav,Angry
150.wav,Happy
150.wav,Angry
150.wav,Neutral
150.wav,Neutral
151.wav,Neutral
151.wav,Happy
151.wav,Happy
151.wav,Happy
151.wav,Happy
151.wav,Sad
151.wav,Happy
151.wav,Happy
151.wav,Neutral
151.wav,Happy
152.wav,Neutral
152.wav,Happy
152.wav,Happy
152.wav,Happy
152.wav,Happy
152.wav,Happy
152.wav,Happy
152.wav,Neutral
152.wav,Happy
152.wav,Happy
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Neutral
153.wav,Happy
154.wav,Happy
154.wav,Happy
154.wav,Happy
154.wav,Neutral
154.wav,Happy
154.wav,Happy
154.wav,Neutral
154.wav,Happy
154.wav,Happy
154.wav,Happy
155.wav,Sad
155.wav,Happy
155.wav,Neutral
155.wav,Neutral
155.wav,Sad
155.wav,Neutral
155.wav,Neutral
155.wav,Happy
155.wav,Sad
155.wav,Neutral
156.wav,Happy
156.wav,Happy
156.wav,Neutral
156.wav,Angry
156.wav,Happy
156.wav,Happy
156.wav,Neutral
156.wav,Angry
156.wav,Happy
156.wav,Neutral
157.wav,Sad
157.wav,Happy
157.wav,Happy
157.wav,Neutral
157.wav,Angry
157.wav,Happy
157.wav,Angry
157.wav,Angry
157.wav,Sad
157.wav,Angry
158.wav,Happy
158.wav,Neutral
158.wav,Happy
158.wav,Happy
158.wav,Neutral
158.wav,Neutral
158.wav,Neutral
158.wav,Neutral
158.wav,Neutral
158.wav,Neutral
159.wav,Happy
159.wav,Neutral
159.wav,Neutral
159.wav,Angry
159.wav,Neutral
159.wav,Neutral
159.wav,Happy
159.wav,Happy
159.wav,Happy
159.wav,Neutral
16.wav,Angry
16.wav,Angry
16.wav,Angry
16.wav,Happy
16.wav,Angry
16.wav,Angry
16.wav,Angry
16.wav,Happy
16.wav,Angry
16.wav,Neutral
17.wav,Sad
17.wav,Happy
17.wav,Neutral
17.wav,Happy
17.wav,Neutral
17.wav,Angry
17.wav,Angry
17.wav,Angry
17.wav,Neutral
17.wav,Angry
18.wav,Angry
18.wav,Angry
18.wav,Angry
18.wav,Angry
18.wav,Sad
18.wav,Neutral
18.wav,Angry
18.wav,Angry
18.wav,Angry
18.wav,Angry
19.wav,Neutral
19.wav,Angry
19.wav,Neutral
19.wav,Neutral
19.wav,Neutral
19.wav,Sad
19.wav,Neutral
19.wav,Happy
19.wav,Neutral
19.wav,Sad
2.wav,Neutral
2.wav,Angry
2.wav,Angry
2.wav,Neutral
2.wav,Happy
2.wav,Happy
2.wav,Happy
2.wav,Happy
2.wav,Happy
2.wav,Neutral
20.wav,Angry
20.wav,Angry
20.wav,Happy
20.wav,Angry
20.wav,Angry
20.wav,Neutral
20.wav,Angry
20.wav,Angry
20.wav,Angry
20.wav,Neutral
21.wav,Neutral
21.wav,Neutral
21.wav,Happy
21.wav,Neutral
21.wav,Neutral
21.wav,Neutral
21.wav,Neutral
21.wav,Happy
21.wav,Neutral
21.wav,Neutral
22.wav,Neutral
22.wav,Happy
22.wav,Angry
22.wav,Angry
22.wav,Neutral
22.wav,Angry
22.wav,Neutral
22.wav,Happy
22.wav,Happy
22.wav,Angry
23.wav,Happy
23.wav,Neutral
23.wav,Sad
23.wav,Neutral
23.wav,Neutral
23.wav,Happy
23.wav,Angry
23.wav,Sad
23.wav,Angry
23.wav,Angry
24.wav,Happy
24.wav,Neutral
24.wav,Angry
24.wav,Sad
24.wav,Neutral
24.wav,Happy
24.wav,Angry
24.wav,Neutral
24.wav,Neutral
24.wav,Neutral
243.wav,Neutral
243.wav,Neutral
243.wav,Neutral
243.wav,Neutral
243.wav,Neutral
243.wav,Neutral
243.wav,Sad
243.wav,Neutral
243.wav,Neutral
243.wav,Neutral
244.wav,Happy
244.wav,Angry
244.wav,Neutral
244.wav,Neutral
244.wav,Happy
244.wav,Neutral
244.wav,Neutral
244.wav,Neutral
244.wav,Neutral
244.wav,Sad
245.wav,Neutral
245.wav,Neutral
245.wav,Neutral
245.wav,Neutral
245.wav,Neutral
245.wav,Neutral
245.wav,Happy
245.wav,Happy
245.wav,Neutral
245.wav,Neutral
246.wav,Neutral
246.wav,Happy
246.wav,Neutral
246.wav,Sad
246.wav,Neutral
246.wav,Neutral
246.wav,Neutral
246.wav,Neutral
246.wav,Neutral
246.wav,Sad
247.wav,Sad
247.wav,Sad
247.wav,Happy
247.wav,Happy
247.wav,Neutral
247.wav,Neutral
247.wav,Sad
247.wav,Neutral
247.wav,Neutral
247.wav,Neutral
248.wav,Neutral
248.wav,Happy
248.wav,Sad
248.wav,Neutral
248.wav,Neutral
248.wav,Neutral
248.wav,Neutral
248.wav,Neutral
248.wav,Neutral
248.wav,Neutral
249.wav,Sad
249.wav,Neutral
249.wav,Neutral
249.wav,Sad
249.wav,Sad
249.wav,Neutral
249.wav,Neutral
249.wav,Neutral
249.wav,Sad
249.wav,Neutral
25.wav,Angry
25.wav,Angry
25.wav,Neutral
25.wav,Angry
25.wav,Angry
25.wav,Angry
25.wav,Neutral
25.wav,Angry
25.wav,Happy
25.wav,Angry
250.wav,Neutral
250.wav,Happy
250.wav,Neutral
250.wav,Neutral
250.wav,Neutral
250.wav,Sad
250.wav,Neutral
250.wav,Neutral
250.wav,Neutral
250.wav,Neutral
251.wav,Sad
251.wav,Neutral
251.wav,Sad
251.wav,Neutral
251.wav,Neutral
251.wav,Neutral
251.wav,Neutral
251.wav,Sad
251.wav,Sad
251.wav,Happy
252.wav,Happy
252.wav,Neutral
252.wav,Neutral
252.wav,Neutral
252.wav,Neutral
252.wav,Neutral
252.wav,Neutral
252.wav,Happy
252.wav,Neutral
252.wav,Neutral
253.wav,Neutral
253.wav,Happy
253.wav,Neutral
253.wav,Neutral
253.wav,Neutral
253.wav,Happy
253.wav,Neutral
253.wav,Happy
253.wav,Neutral
253.wav,Neutral
254.wav,Neutral
254.wav,Neutral
254.wav,Neutral
254.wav,Happy
254.wav,Neutral
254.wav,Neutral
254.wav,Neutral
254.wav,Neutral
254.wav,Neutral
254.wav,Neutral
255.wav,Happy
255.wav,Happy
255.wav,Sad
255.wav,Neutral
255.wav,Neutral
255.wav,Sad
255.wav,Neutral
255.wav,Sad
255.wav,Happy
255.wav,Neutral
256.wav,Happy
256.wav,Neutral
256.wav,Neutral
256.wav,Neutral
256.wav,Neutral
256.wav,Happy
256.wav,Neutral
256.wav,Sad
256.wav,Happy
256.wav,Neutral
257.wav,Happy
257.wav,Sad
257.wav,Neutral
257.wav,Neutral
257.wav,Happy
257.wav,Neutral
257.wav,Neutral
257.wav,Neutral
257.wav,Neutral
257.wav,Neutral
258.wav,Happy
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
258.wav,Neutral
259.wav,Neutral
259.wav,Neutral
259.wav,Sad
259.wav,Neutral
259.wav,Sad
259.wav,Sad
259.wav,Neutral
259.wav,Neutral
259.wav,Sad
259.wav,Sad
26.wav,Angry
26.wav,Angry
26.wav,Angry
26.wav,Angry
26.wav,Angry
26.wav,Angry
26.wav,Neutral
26.wav,Angry
26.wav,Neutral
26.wav,Neutral
260.wav,Neutral
260.wav,Neutral
260.wav,Neutral
260.wav,Neutral
260.wav,Neutral
260.wav,Happy
260.wav,Neutral
260.wav,Neutral
260.wav,Neutral
260.wav,Sad
261.wav,Happy
261.wav,Happy
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
261.wav,Neutral
262.wav,Neutral
262.wav,Neutral
262.wav,Happy
262.wav,Happy
262.wav,Sad
262.wav,Happy
262.wav,Neutral
262.wav,Neutral
262.wav,Happy
262.wav,Neutral
